USAF,YR--MODAHRMN,DIR,SPD,GUS,TEMP,MAX,MIN
29110,201501010020,990.0,13.0,,43.0,,
29110,201501010050,280.0,11.0,,43.0,,
29110,201501010120,990.0,9.0,,43.0,,
29110,201501010150,990.0,10.0,,43.0,,
29110,201501010220,270.0,8.0,,41.0,,
29110,201501010250,990.0,7.0,,39.0,,
29110,201501010320,990.0,7.0,,39.0,,
29110,201501010350,270.0,8.0,,41.0,,
29110,201501010420,990.0,8.0,,43.0,,
29110,201501010450,990.0,6.0,,41.0,,
29110,201501010520,990.0,5.0,,41.0,,
29110,201501010550,990.0,5.0,,39.0,,
29110,201501010620,990.0,5.0,,39.0,,
29110,201501010650,230.0,6.0,,39.0,,
29110,201501010720,990.0,5.0,,39.0,,
29110,201501010750,210.0,6.0,,41.0,,
29110,201501010820,230.0,6.0,,41.0,,
29110,201501010850,230.0,6.0,,41.0,,
29110,201501010920,990.0,6.0,,41.0,,
29110,201501010950,990.0,8.0,,43.0,,
29110,201501011020,240.0,8.0,,43.0,,
29110,201501011050,990.0,7.0,,41.0,,
29110,201501011120,990.0,8.0,,41.0,,
29110,201501011150,250.0,8.0,,41.0,,
29110,201501011220,240.0,8.0,,39.0,,
29110,201501011250,990.0,7.0,,39.0,,
29110,201501011320,990.0,8.0,,39.0,,
29110,201501011350,210.0,7.0,,39.0,,
29110,201501011420,210.0,7.0,,39.0,,
29110,201501011450,190.0,5.0,,37.0,,
29110,201501011520,990.0,5.0,,37.0,,
29110,201501011550,200.0,6.0,,37.0,,
29110,201501011620,190.0,6.0,,37.0,,
29110,201501011650,180.0,6.0,,37.0,,
29110,201501011720,170.0,6.0,,37.0,,
29110,201501011750,200.0,6.0,,37.0,,
29110,201501011820,170.0,7.0,,37.0,,
29110,201501011850,190.0,7.0,,37.0,,
29110,201501011920,220.0,8.0,,37.0,,
29110,201501011950,990.0,6.0,,37.0,,
29110,201501012020,990.0,5.0,,37.0,,
29110,201501012050,160.0,7.0,,36.0,,
29110,201501012120,190.0,6.0,,36.0,,
29110,201501012150,210.0,6.0,,37.0,,
29110,201501012220,210.0,6.0,,37.0,,
29110,201501012250,990.0,3.0,,37.0,,
29110,201501012320,990.0,5.0,,36.0,,
29110,201501012350,180.0,5.0,,36.0,,
29110,201501020020,210.0,6.0,,36.0,,
29110,201501020050,990.0,7.0,,36.0,,
29110,201501020120,190.0,8.0,,36.0,,
29110,201501020150,170.0,9.0,,36.0,,
29110,201501020220,180.0,8.0,,36.0,,
29110,201501020250,170.0,7.0,,36.0,,
29110,201501020320,160.0,9.0,,36.0,,
29110,201501020350,170.0,9.0,,36.0,,
29110,201501020420,990.0,11.0,,37.0,,
29110,201501020450,170.0,14.0,,37.0,,
29110,201501020520,170.0,13.0,,37.0,,
29110,201501020550,160.0,15.0,,37.0,,
29110,201501020620,150.0,14.0,,37.0,,
29110,201501020650,150.0,14.0,,37.0,,
29110,201501020720,150.0,15.0,,37.0,,
29110,201501020750,140.0,15.0,,37.0,,
29110,201501020820,140.0,14.0,,37.0,,
29110,201501020850,140.0,16.0,,37.0,,
29110,201501020920,140.0,15.0,,36.0,,
29110,201501020950,150.0,14.0,,36.0,,
29110,201501021020,150.0,11.0,,34.0,,
29110,201501021050,130.0,10.0,,36.0,,
29110,201501021120,150.0,7.0,,36.0,,
29110,201501021150,150.0,7.0,,36.0,,
29110,201501021220,150.0,7.0,,36.0,,
29110,201501021250,990.0,3.0,,36.0,,
29110,201501021350,990.0,10.0,,36.0,,
29110,201501021420,300.0,14.0,,36.0,,
29110,201501021450,310.0,17.0,,34.0,,
29110,201501021550,990.0,17.0,29.0,34.0,,
29110,201501021620,990.0,17.0,,34.0,,
29110,201501021650,990.0,18.0,,34.0,,
29110,201501021720,990.0,17.0,36.0,36.0,,
29110,201501021750,310.0,18.0,34.0,36.0,,
29110,201501021820,990.0,18.0,36.0,36.0,,
29110,201501021850,990.0,21.0,33.0,37.0,,
29110,201501021920,300.0,17.0,29.0,36.0,,
29110,201501021950,990.0,17.0,,36.0,,
29110,201501022020,990.0,16.0,29.0,36.0,,
29110,201501022050,990.0,15.0,26.0,36.0,,
29110,201501022120,990.0,15.0,26.0,36.0,,
29110,201501022150,990.0,15.0,,36.0,,
29110,201501022220,990.0,14.0,,36.0,,
29110,201501022250,990.0,14.0,,36.0,,
29110,201501022320,990.0,13.0,,34.0,,
29110,201501022350,990.0,10.0,,34.0,,
29110,201501030020,990.0,13.0,,34.0,,
29110,201501030050,990.0,13.0,,34.0,,
29110,201501030120,310.0,13.0,,34.0,,
29110,201501030150,990.0,13.0,,34.0,,
29110,201501030220,990.0,14.0,,34.0,,
29110,201501030250,990.0,14.0,,34.0,,
29110,201501030350,990.0,15.0,,34.0,,
29110,201501030420,990.0,16.0,28.0,34.0,,
29110,201501030450,990.0,17.0,31.0,34.0,,
29110,201501030520,990.0,17.0,,34.0,,
29110,201501030550,330.0,18.0,,34.0,,
29110,201501030620,340.0,18.0,30.0,34.0,,
29110,201501030650,990.0,14.0,,34.0,,
29110,201501030750,330.0,22.0,33.0,34.0,,
29110,201501030820,990.0,15.0,28.0,34.0,,
29110,201501030850,990.0,18.0,31.0,34.0,,
29110,201501030920,990.0,20.0,32.0,34.0,,
29110,201501030950,340.0,22.0,34.0,34.0,,
29110,201501031020,340.0,21.0,,34.0,,
29110,201501031050,340.0,17.0,,34.0,,
29110,201501031120,990.0,18.0,,32.0,,
29110,201501031150,340.0,21.0,,32.0,,
29110,201501031220,340.0,21.0,,32.0,,
29110,201501031250,350.0,23.0,,34.0,,
29110,201501031320,990.0,20.0,,34.0,,
29110,201501031350,340.0,25.0,41.0,34.0,,
29110,201501031420,340.0,20.0,,32.0,,
29110,201501031450,340.0,22.0,,32.0,,
29110,201501031520,340.0,21.0,33.0,32.0,,
29110,201501031550,350.0,23.0,36.0,34.0,,
29110,201501031620,990.0,22.0,37.0,32.0,,
29110,201501031650,350.0,20.0,,32.0,,
29110,201501031720,350.0,18.0,,32.0,,
29110,201501031750,350.0,18.0,,32.0,,
29110,201501031820,350.0,21.0,34.0,32.0,,
29110,201501031850,350.0,21.0,,32.0,,
29110,201501031920,350.0,22.0,,32.0,,
29110,201501031950,350.0,23.0,,32.0,,
29110,201501032020,360.0,23.0,,32.0,,
29110,201501032050,350.0,23.0,,32.0,,
29110,201501032120,350.0,23.0,,32.0,,
29110,201501032150,360.0,22.0,,32.0,,
29110,201501032220,360.0,18.0,,32.0,,
29110,201501032250,360.0,20.0,,32.0,,
29110,201501032320,360.0,18.0,,32.0,,
29110,201501032350,360.0,21.0,,32.0,,
29110,201501040020,10.0,20.0,31.0,32.0,,
29110,201501040050,360.0,18.0,,32.0,,
29110,201501040120,360.0,20.0,,32.0,,
29110,201501040150,360.0,17.0,,32.0,,
29110,201501040220,360.0,20.0,,32.0,,
29110,201501040250,360.0,22.0,,32.0,,
29110,201501040320,360.0,20.0,,32.0,,
29110,201501040350,350.0,20.0,,32.0,,
29110,201501040420,360.0,20.0,,32.0,,
29110,201501040450,360.0,17.0,,32.0,,
29110,201501040520,360.0,13.0,,30.0,,
29110,201501040550,340.0,11.0,,32.0,,
29110,201501040620,340.0,13.0,,32.0,,
29110,201501040650,340.0,15.0,,32.0,,
29110,201501040720,350.0,15.0,,30.0,,
29110,201501040750,350.0,15.0,,32.0,,
29110,201501040820,340.0,14.0,,32.0,,
29110,201501040850,360.0,10.0,,30.0,,
29110,201501040920,360.0,17.0,,30.0,,
29110,201501040950,360.0,20.0,,30.0,,
29110,201501041020,360.0,14.0,,30.0,,
29110,201501041050,360.0,13.0,,30.0,,
29110,201501041120,350.0,17.0,,30.0,,
29110,201501041150,340.0,16.0,,30.0,,
29110,201501041220,350.0,16.0,,30.0,,
29110,201501041250,350.0,14.0,,28.0,,
29110,201501041320,340.0,14.0,,28.0,,
29110,201501041350,340.0,16.0,,28.0,,
29110,201501041420,350.0,13.0,,28.0,,
29110,201501041450,340.0,14.0,,28.0,,
29110,201501041520,340.0,15.0,,28.0,,
29110,201501041550,350.0,14.0,,28.0,,
29110,201501041620,340.0,13.0,,28.0,,
29110,201501041650,990.0,13.0,,28.0,,
29110,201501041720,350.0,14.0,,28.0,,
29110,201501041750,360.0,13.0,,28.0,,
29110,201501041820,350.0,14.0,,28.0,,
29110,201501041850,350.0,10.0,,28.0,,
29110,201501041920,90.0,8.0,,25.0,,
29110,201501041950,990.0,6.0,,25.0,,
29110,201501042020,990.0,6.0,,25.0,,
29110,201501042050,990.0,7.0,,23.0,,
29110,201501042120,70.0,7.0,,23.0,,
29110,201501042150,990.0,5.0,,23.0,,
29110,201501042220,990.0,5.0,,23.0,,
29110,201501042250,60.0,9.0,,21.0,,
29110,201501042320,990.0,8.0,,21.0,,
29110,201501042350,40.0,5.0,,21.0,,
29110,201501050020,990.0,6.0,,19.0,,
29110,201501050050,50.0,8.0,,19.0,,
29110,201501050120,60.0,5.0,,18.0,,
29110,201501050150,50.0,5.0,,18.0,,
29110,201501050220,40.0,6.0,,16.0,,
29110,201501050250,40.0,8.0,,16.0,,
29110,201501050320,50.0,8.0,,14.0,,
29110,201501050350,50.0,7.0,,14.0,,
29110,201501050420,60.0,6.0,,12.0,,
29110,201501050450,50.0,6.0,,12.0,,
29110,201501050520,40.0,5.0,,10.0,,
29110,201501050550,50.0,5.0,,10.0,,
29110,201501050620,60.0,5.0,,10.0,,
29110,201501050650,990.0,5.0,,10.0,,
29110,201501050720,990.0,3.0,,9.0,,
29110,201501050750,70.0,5.0,,9.0,,
29110,201501050820,990.0,3.0,,7.0,,
29110,201501050850,270.0,2.0,,7.0,,
29110,201501050920,990.0,2.0,,7.0,,
29110,201501050950,990.0,3.0,,9.0,,
29110,201501051020,,0.0,,9.0,,
29110,201501051050,,0.0,,9.0,,
29110,201501051120,,0.0,,9.0,,
29110,201501051150,100.0,3.0,,9.0,,
29110,201501051220,990.0,2.0,,9.0,,
29110,201501051250,130.0,3.0,,7.0,,
29110,201501051320,120.0,5.0,,7.0,,
29110,201501051350,990.0,3.0,,7.0,,
29110,201501051420,990.0,2.0,,5.0,,
29110,201501051450,990.0,2.0,,5.0,,
29110,201501051520,990.0,1.0,,7.0,,
29110,201501051550,990.0,1.0,,7.0,,
29110,201501051620,150.0,5.0,,7.0,,
29110,201501051650,110.0,5.0,,9.0,,
29110,201501051720,110.0,5.0,,9.0,,
29110,201501051750,110.0,5.0,,9.0,,
29110,201501051820,120.0,6.0,,9.0,,
29110,201501051850,990.0,5.0,,9.0,,
29110,201501051920,990.0,3.0,,9.0,,
29110,201501051950,990.0,5.0,,7.0,,
29110,201501052020,140.0,2.0,,7.0,,
29110,201501052050,110.0,5.0,,7.0,,
29110,201501052120,120.0,3.0,,7.0,,
29110,201501052150,100.0,5.0,,9.0,,
29110,201501052220,120.0,5.0,,9.0,,
29110,201501052250,130.0,6.0,,9.0,,
29110,201501052320,150.0,7.0,,9.0,,
29110,201501052350,990.0,5.0,,7.0,,
29110,201501060020,130.0,5.0,,7.0,,
29110,201501060050,990.0,5.0,,7.0,,
29110,201501060120,140.0,5.0,,7.0,,
29110,201501060150,140.0,6.0,,5.0,,
29110,201501060220,140.0,3.0,,5.0,,
29110,201501060250,130.0,5.0,,5.0,,
29110,201501060320,140.0,5.0,,7.0,,
29110,201501060350,150.0,6.0,,7.0,,
29110,201501060420,150.0,5.0,,7.0,,
29110,201501060450,140.0,6.0,,9.0,,
29110,201501060520,140.0,8.0,,10.0,,
29110,201501060550,150.0,8.0,,10.0,,
29110,201501060620,140.0,9.0,,12.0,,
29110,201501060650,150.0,7.0,,12.0,,
29110,201501060720,150.0,9.0,,12.0,,
29110,201501060750,150.0,8.0,,14.0,,
29110,201501060820,150.0,9.0,,14.0,,
29110,201501060850,160.0,11.0,,16.0,,
29110,201501060920,160.0,13.0,,16.0,,
29110,201501060950,170.0,8.0,,16.0,,
29110,201501061020,160.0,13.0,,16.0,,
29110,201501061050,170.0,10.0,,18.0,,
29110,201501061120,160.0,13.0,,18.0,,
29110,201501061150,160.0,13.0,,18.0,,
29110,201501061220,160.0,10.0,,18.0,,
29110,201501061250,170.0,15.0,,18.0,,
29110,201501061320,170.0,14.0,,18.0,,
29110,201501061350,160.0,15.0,,18.0,,
29110,201501061420,170.0,15.0,,19.0,,
29110,201501061450,170.0,13.0,,18.0,,
29110,201501061520,170.0,13.0,,19.0,,
29110,201501061550,160.0,11.0,,19.0,,
29110,201501061620,160.0,14.0,,19.0,,
29110,201501061650,160.0,15.0,,19.0,,
29110,201501061720,160.0,15.0,,21.0,,
29110,201501061750,170.0,18.0,,21.0,,
29110,201501061820,170.0,17.0,,19.0,,
29110,201501061850,160.0,17.0,,21.0,,
