USAF,YR--MODAHRMN,DIR,SPD,GUS,TEMP,MAX,MIN
29500,201501080000,220.0,18.0,,38.0,,
29500,201501080100,200.0,18.0,,37.0,,
29500,201501080200,220.0,9.0,,36.0,,
29500,201501080300,250.0,9.0,,36.0,,
29500,201501080400,230.0,9.0,,36.0,,
29500,201501080500,240.0,9.0,,36.0,,
29500,201501080600,200.0,9.0,,36.0,38.0,36.0
29500,201501080700,210.0,16.0,,39.0,,
29500,201501080800,210.0,20.0,,39.0,,
29500,201501080900,210.0,20.0,,38.0,,
29500,201501081000,200.0,22.0,,39.0,,
29500,201501081100,220.0,20.0,,38.0,,
29500,201501081200,210.0,18.0,,38.0,,
29500,201501081300,220.0,18.0,,39.0,,
29500,201501081400,230.0,18.0,,39.0,,
29500,201501081500,230.0,18.0,,40.0,,
29500,201501081600,240.0,16.0,,40.0,,
29500,201501081700,240.0,16.0,,40.0,,
29500,201501081800,240.0,16.0,,40.0,40.0,36.0
29500,201501081900,240.0,16.0,,40.0,,
29500,201501082000,250.0,11.0,,39.0,,
29500,201501082100,260.0,13.0,,39.0,,
29500,201501082200,260.0,7.0,,38.0,,
29500,201501082300,240.0,7.0,,37.0,,
29500,201501090000,250.0,9.0,,37.0,,
29500,201501090100,250.0,9.0,,37.0,,
29500,201501090200,240.0,7.0,,36.0,,
29500,201501090300,260.0,7.0,,37.0,,
29500,201501090400,260.0,4.0,,36.0,,
29500,201501090500,280.0,7.0,,36.0,,
29500,201501090600,270.0,9.0,,35.0,40.0,35.0
29500,201501090700,260.0,9.0,,35.0,,
29500,201501090800,280.0,9.0,,34.0,,
29500,201501090900,290.0,4.0,,34.0,,
29500,201501091000,280.0,4.0,,34.0,,
29500,201501091100,260.0,7.0,,35.0,,
29500,201501091200,290.0,7.0,,34.0,,
29500,201501091300,310.0,4.0,,34.0,,
29500,201501091400,260.0,4.0,,34.0,,
29500,201501091500,270.0,7.0,,34.0,,
29500,201501091600,270.0,7.0,,34.0,,
29500,201501091700,290.0,7.0,,34.0,,
29500,201501091800,280.0,7.0,,35.0,35.0,34.0
29500,201501091900,270.0,7.0,,35.0,,
29500,201501092000,280.0,9.0,,35.0,,
29500,201501092100,280.0,11.0,,36.0,,
29500,201501092200,320.0,13.0,,35.0,,
29500,201501092300,310.0,11.0,,35.0,,
29500,201501100000,310.0,11.0,,36.0,,
29500,201501100100,300.0,11.0,,35.0,,
29500,201501100200,300.0,13.0,,34.0,,
29500,201501100300,310.0,11.0,,34.0,,
29500,201501100400,270.0,9.0,,33.0,,
29500,201501100500,310.0,11.0,,34.0,,
29500,201501100600,290.0,11.0,,34.0,36.0,33.0
29500,201501100700,300.0,9.0,,34.0,,
29500,201501100800,290.0,11.0,,34.0,,
29500,201501100900,280.0,9.0,,33.0,,
29500,201501101000,250.0,4.0,,33.0,,
29500,201501101100,,,,33.0,,
29500,201501101200,120.0,4.0,,33.0,,
29500,201501101300,130.0,9.0,,33.0,,
29500,201501101400,130.0,13.0,,33.0,,
29500,201501101500,120.0,13.0,,33.0,,
29500,201501101600,130.0,18.0,,34.0,,
29500,201501101700,130.0,25.0,,33.0,,
29500,201501101800,120.0,22.0,,33.0,34.0,32.0
29500,201501101900,110.0,20.0,,32.0,,
29500,201501102000,110.0,20.0,,32.0,,
29500,201501102100,110.0,18.0,,32.0,,
29500,201501102200,110.0,18.0,,32.0,,
29500,201501102300,100.0,18.0,,32.0,,
29500,201501110000,100.0,16.0,,32.0,,
29500,201501110100,90.0,16.0,,32.0,,
29500,201501110200,90.0,11.0,,32.0,,
29500,201501110300,70.0,13.0,,32.0,,
29500,201501110400,70.0,11.0,,32.0,,
29500,201501110500,60.0,13.0,,32.0,,
29500,201501110600,60.0,11.0,,32.0,33.0,32.0
29500,201501110700,40.0,16.0,,32.0,,
29500,201501110800,40.0,18.0,,31.0,,
29500,201501110900,30.0,20.0,,28.0,,
29500,201501111000,20.0,20.0,,26.0,,
29500,201501111100,20.0,18.0,,24.0,,
29500,201501111200,10.0,20.0,,22.0,,
29500,201501111300,10.0,16.0,,22.0,,
29500,201501111400,20.0,20.0,,20.0,,
29500,201501111500,10.0,16.0,,20.0,,
29500,201501111600,360.0,20.0,,20.0,,
29500,201501111700,360.0,20.0,,20.0,,
29500,201501111800,360.0,18.0,,21.0,32.0,20.0
29500,201501111900,350.0,13.0,,22.0,,
29500,201501112000,350.0,11.0,,23.0,,
29500,201501112100,350.0,11.0,,23.0,,
29500,201501112200,340.0,11.0,,23.0,,
29500,201501112300,340.0,16.0,,21.0,,
29500,201501120000,340.0,13.0,,23.0,,
29500,201501120100,340.0,13.0,,24.0,,
29500,201501120200,340.0,18.0,,25.0,,
29500,201501120300,330.0,16.0,,25.0,,
29500,201501120400,340.0,20.0,,26.0,,
29500,201501120500,350.0,11.0,,25.0,,
29500,201501120600,350.0,9.0,,25.0,26.0,20.0
29500,201501120700,350.0,9.0,,24.0,,
29500,201501120800,360.0,7.0,,24.0,,
29500,201501120900,30.0,7.0,,23.0,,
29500,201501121000,40.0,4.0,,23.0,,
29500,201501121100,90.0,2.0,,23.0,,
29500,201501121200,90.0,2.0,,23.0,,
29500,201501121300,100.0,4.0,,24.0,,
29500,201501121400,100.0,7.0,,25.0,,
29500,201501121500,100.0,11.0,,25.0,,
29500,201501121600,110.0,16.0,,26.0,,
29500,201501121700,110.0,13.0,,26.0,,
29500,201501121800,130.0,22.0,,30.0,30.0,23.0
29500,201501121900,130.0,27.0,,32.0,,
29500,201501122000,130.0,25.0,,32.0,,
29500,201501122100,140.0,20.0,,34.0,,
29500,201501122200,210.0,20.0,,40.0,,
29500,201501122300,240.0,22.0,,40.0,,
29500,201501130000,250.0,20.0,,40.0,,
29500,201501130100,250.0,16.0,,39.0,,
29500,201501130200,250.0,18.0,,38.0,,
29500,201501130300,260.0,22.0,,38.0,,
29500,201501130400,260.0,25.0,,38.0,,
29500,201501130500,270.0,25.0,,38.0,,
29500,201501130600,270.0,25.0,,38.0,40.0,30.0
29500,201501130700,270.0,27.0,,37.0,,
29500,201501130800,270.0,27.0,,37.0,,
29500,201501130900,270.0,22.0,,37.0,,
29500,201501131000,270.0,25.0,,38.0,,
29500,201501131100,270.0,22.0,,37.0,,
29500,201501131200,250.0,13.0,,37.0,,
29500,201501131300,250.0,9.0,,37.0,,
29500,201501131400,250.0,9.0,,37.0,,
29500,201501131500,230.0,9.0,,38.0,,
29500,201501131600,230.0,13.0,,38.0,,
29500,201501131700,220.0,13.0,,38.0,,
29500,201501131800,220.0,16.0,,38.0,38.0,36.0
29500,201501131900,200.0,16.0,,39.0,,
29500,201501132000,200.0,16.0,,39.0,,
29500,201501132100,200.0,16.0,,38.0,,
29500,201501132200,200.0,20.0,,37.0,,
29500,201501132300,200.0,20.0,,37.0,,
29500,201501140000,200.0,18.0,,37.0,,
29500,201501140100,250.0,18.0,,37.0,,
29500,201501140200,260.0,20.0,,37.0,,
29500,201501140300,260.0,18.0,,36.0,,
29500,201501140400,250.0,13.0,,36.0,,
29500,201501140500,250.0,16.0,,37.0,,
29500,201501140600,240.0,13.0,,37.0,39.0,35.0
29500,201501140700,220.0,13.0,,37.0,,
29500,201501140800,220.0,16.0,,38.0,,
29500,201501140900,220.0,18.0,,39.0,,
29500,201501141000,230.0,11.0,,38.0,,
29500,201501141100,230.0,13.0,,38.0,,
29500,201501141200,240.0,11.0,,38.0,,
29500,201501141300,240.0,11.0,,38.0,,
29500,201501141400,230.0,13.0,,37.0,,
29500,201501141500,240.0,11.0,,37.0,,
29500,201501141600,240.0,11.0,,37.0,,
29500,201501141700,240.0,13.0,,37.0,,
29500,201501141800,250.0,13.0,,37.0,39.0,36.0
29500,201501141900,250.0,11.0,,37.0,,
29500,201501142000,260.0,13.0,,37.0,,
29500,201501142100,260.0,11.0,,36.0,,
29500,201501142200,240.0,9.0,,37.0,,
29500,201501142300,240.0,9.0,,36.0,,
29500,201501150000,240.0,11.0,,37.0,,
29500,201501150100,240.0,9.0,,37.0,,
29500,201501150200,230.0,11.0,,37.0,,
29500,201501150300,240.0,11.0,,37.0,,
29500,201501150400,230.0,11.0,,37.0,,
29500,201501150500,240.0,13.0,,37.0,,
29500,201501150600,250.0,16.0,,37.0,37.0,36.0
29500,201501150700,240.0,13.0,,37.0,,
29500,201501150800,250.0,13.0,,37.0,,
29500,201501150900,240.0,13.0,,37.0,,
29500,201501151000,230.0,16.0,,37.0,,
29500,201501151100,230.0,13.0,,37.0,,
29500,201501151200,220.0,16.0,,38.0,,
29500,201501151300,210.0,16.0,,38.0,,
29500,201501151400,200.0,18.0,,37.0,,
29500,201501151500,200.0,20.0,,37.0,,
29500,201501151600,180.0,22.0,,37.0,,
29500,201501151700,180.0,27.0,,38.0,,
29500,201501151800,180.0,27.0,,38.0,38.0,36.0
29500,201501151900,180.0,31.0,,38.0,,
29500,201501152000,170.0,34.0,,38.0,,
29500,201501152100,170.0,38.0,,37.0,,
29500,201501152200,170.0,34.0,,37.0,,
29500,201501152300,160.0,36.0,,35.0,,
29500,201501160000,160.0,34.0,,34.0,,
29500,201501160100,160.0,34.0,,34.0,,
29500,201501160200,170.0,36.0,,35.0,,
29500,201501160300,170.0,34.0,,36.0,,
29500,201501160400,180.0,34.0,,37.0,,
29500,201501160500,180.0,25.0,,38.0,,
29500,201501160600,190.0,22.0,,39.0,39.0,34.0
29500,201501160700,200.0,18.0,,40.0,,
29500,201501160800,200.0,20.0,,41.0,,
29500,201501160900,210.0,20.0,,41.0,,
29500,201501161000,210.0,22.0,,41.0,,
29500,201501161100,210.0,20.0,,41.0,,
29500,201501161200,210.0,22.0,,41.0,,
29500,201501161300,210.0,20.0,,41.0,,
29500,201501161400,210.0,22.0,,41.0,,
29500,201501161500,210.0,25.0,,41.0,,
29500,201501161600,210.0,25.0,,41.0,,
29500,201501161700,210.0,29.0,,41.0,,
29500,201501161800,210.0,27.0,,41.0,42.0,39.0
29500,201501161900,210.0,25.0,,41.0,,
29500,201501162000,220.0,25.0,,41.0,,
29500,201501162100,220.0,29.0,,41.0,,
29500,201501162200,220.0,25.0,,41.0,,
29500,201501162300,220.0,27.0,,40.0,,
29500,201501170000,220.0,29.0,,40.0,,
29500,201501170100,220.0,27.0,,40.0,,
29500,201501170200,220.0,25.0,,40.0,,
29500,201501170300,220.0,25.0,,40.0,,
29500,201501170400,230.0,18.0,,39.0,,
29500,201501170500,220.0,20.0,,39.0,,
29500,201501170600,230.0,20.0,,39.0,42.0,39.0
29500,201501170700,220.0,18.0,,39.0,,
29500,201501170800,220.0,20.0,,39.0,,
29500,201501170900,210.0,20.0,,39.0,,
29500,201501171000,220.0,18.0,,39.0,,
29500,201501171100,220.0,16.0,,39.0,,
29500,201501171200,220.0,16.0,,39.0,,
29500,201501171300,220.0,16.0,,39.0,,
29500,201501171400,220.0,13.0,,38.0,,
29500,201501171500,220.0,13.0,,38.0,,
29500,201501171600,230.0,13.0,,37.0,,
29500,201501171700,230.0,16.0,,37.0,,
29500,201501171800,230.0,16.0,,37.0,39.0,37.0
29500,201501171900,230.0,16.0,,36.0,,
29500,201501172000,240.0,16.0,,37.0,,
29500,201501172100,240.0,16.0,,38.0,,
29500,201501172200,240.0,13.0,,37.0,,
29500,201501172300,240.0,13.0,,38.0,,
29500,201501180000,240.0,13.0,,37.0,,
29500,201501180100,250.0,16.0,,38.0,,
29500,201501180200,250.0,13.0,,38.0,,
29500,201501180300,260.0,13.0,,38.0,,
29500,201501180400,250.0,13.0,,37.0,,
29500,201501180500,260.0,16.0,,37.0,,
29500,201501180600,260.0,13.0,,36.0,38.0,36.0
29500,201501180700,260.0,13.0,,36.0,,
29500,201501180800,260.0,13.0,,36.0,,
29500,201501180900,270.0,16.0,,36.0,,
29500,201501181000,260.0,13.0,,36.0,,
29500,201501181100,260.0,13.0,,36.0,,
29500,201501181200,260.0,13.0,,36.0,,
29500,201501181300,260.0,9.0,,36.0,,
29500,201501181400,270.0,11.0,,36.0,,
29500,201501181500,260.0,9.0,,36.0,,
29500,201501181600,260.0,13.0,,36.0,,
29500,201501181700,260.0,11.0,,36.0,,
29500,201501181800,270.0,11.0,,36.0,37.0,36.0
29500,201501181900,280.0,9.0,,36.0,,
29500,201501182000,270.0,7.0,,35.0,,
29500,201501182100,270.0,4.0,,35.0,,
29500,201501182200,290.0,7.0,,35.0,,
29500,201501182300,310.0,7.0,,34.0,,
29500,201501190000,280.0,4.0,,34.0,,
29500,201501190100,300.0,4.0,,33.0,,
29500,201501190200,310.0,7.0,,33.0,,
29500,201501190300,340.0,4.0,,33.0,,
29500,201501190400,10.0,7.0,,32.0,,
29500,201501190500,10.0,7.0,,31.0,,
29500,201501190600,10.0,7.0,,31.0,36.0,31.0
29500,201501190700,20.0,4.0,,31.0,,
29500,201501190800,10.0,4.0,,31.0,,
29500,201501190900,360.0,7.0,,31.0,,
29500,201501191000,10.0,7.0,,31.0,,
29500,201501191100,10.0,7.0,,32.0,,
29500,201501191200,20.0,7.0,,31.0,,
29500,201501191300,360.0,4.0,,31.0,,
29500,201501191400,10.0,4.0,,31.0,,
29500,201501191500,10.0,4.0,,31.0,,
29500,201501191600,330.0,4.0,,31.0,,
29500,201501191700,10.0,2.0,,31.0,,
29500,201501191800,50.0,2.0,,31.0,32.0,31.0
29500,201501191900,80.0,2.0,,31.0,,
29500,201501192000,40.0,2.0,,31.0,,
29500,201501192100,20.0,4.0,,31.0,,
29500,201501192200,40.0,4.0,,31.0,,
29500,201501192300,40.0,4.0,,31.0,,
29500,201501200000,60.0,4.0,,31.0,,
29500,201501200100,80.0,4.0,,31.0,,
29500,201501200200,80.0,7.0,,31.0,,
29500,201501200300,80.0,7.0,,31.0,,
29500,201501200400,80.0,7.0,,31.0,,
29500,201501200500,80.0,7.0,,31.0,,
29500,201501200600,80.0,7.0,,31.0,32.0,31.0
29500,201501200700,70.0,11.0,,31.0,,
29500,201501200800,70.0,9.0,,31.0,,
29500,201501200900,80.0,7.0,,32.0,,
29500,201501201000,90.0,7.0,,32.0,,
29500,201501201100,90.0,7.0,,33.0,,
29500,201501201200,80.0,7.0,,32.0,,
29500,201501201300,70.0,9.0,,32.0,,
29500,201501201400,70.0,7.0,,32.0,,
29500,201501201500,80.0,9.0,,31.0,,
29500,201501201600,80.0,9.0,,32.0,,
29500,201501201700,80.0,9.0,,31.0,,
29500,201501201800,70.0,11.0,,31.0,33.0,31.0
29500,201501201900,70.0,9.0,,30.0,,
29500,201501202000,80.0,9.0,,31.0,,
29500,201501202100,80.0,9.0,,31.0,,
29500,201501202200,80.0,13.0,,31.0,,
29500,201501202300,80.0,11.0,,31.0,,
29500,201501210000,100.0,13.0,,32.0,,
29500,201501210100,110.0,13.0,,32.0,,
29500,201501210200,110.0,16.0,,32.0,,
29500,201501210300,110.0,16.0,,32.0,,
29500,201501210400,100.0,13.0,,32.0,,
29500,201501210500,100.0,16.0,,31.0,,
29500,201501210600,100.0,11.0,,31.0,32.0,30.0
29500,201501210700,90.0,11.0,,31.0,,
29500,201501210800,90.0,11.0,,30.0,,
29500,201501210900,100.0,13.0,,31.0,,
29500,201501211000,90.0,13.0,,30.0,,
29500,201501211100,90.0,11.0,,30.0,,
29500,201501211200,90.0,11.0,,30.0,,
29500,201501211300,90.0,11.0,,29.0,,
29500,201501211400,80.0,13.0,,29.0,,
29500,201501211500,80.0,11.0,,29.0,,
29500,201501211600,90.0,11.0,,29.0,,
29500,201501211700,90.0,11.0,,29.0,,
29500,201501211800,90.0,13.0,,29.0,31.0,29.0
29500,201501211900,90.0,11.0,,29.0,,
29500,201501212000,80.0,11.0,,29.0,,
29500,201501212100,80.0,11.0,,29.0,,
29500,201501212200,50.0,13.0,,28.0,,
29500,201501212300,60.0,11.0,,28.0,,
29500,201501220000,60.0,11.0,,28.0,,
29500,201501220100,60.0,11.0,,26.0,,
29500,201501220200,60.0,11.0,,26.0,,
29500,201501220300,60.0,11.0,,26.0,,
29500,201501220400,60.0,13.0,,25.0,,
29500,201501220500,60.0,11.0,,25.0,,
29500,201501220600,70.0,11.0,,26.0,30.0,25.0
29500,201501220700,70.0,9.0,,26.0,,
29500,201501220800,70.0,11.0,,26.0,,
29500,201501220900,70.0,9.0,,26.0,,
29500,201501221000,70.0,11.0,,26.0,,
29500,201501221100,70.0,9.0,,26.0,,
29500,201501221200,70.0,9.0,,26.0,,
29500,201501221300,70.0,9.0,,26.0,,
29500,201501221400,70.0,9.0,,26.0,,
29500,201501221500,70.0,9.0,,26.0,,
29500,201501221600,70.0,9.0,,25.0,,
29500,201501221700,70.0,9.0,,25.0,,
29500,201501221800,70.0,9.0,,25.0,27.0,25.0
29500,201501221900,70.0,7.0,,25.0,,
29500,201501222000,60.0,7.0,,25.0,,
29500,201501222100,60.0,7.0,,24.0,,
29500,201501222200,60.0,9.0,,24.0,,
29500,201501222300,70.0,7.0,,24.0,,
29500,201501230000,70.0,4.0,,24.0,,
29500,201501230100,80.0,4.0,,25.0,,
29500,201501230200,90.0,7.0,,26.0,,
29500,201501230300,80.0,9.0,,26.0,,
29500,201501230400,90.0,7.0,,27.0,,
29500,201501230500,90.0,7.0,,27.0,,
29500,201501230600,90.0,7.0,,28.0,28.0,24.0
29500,201501230700,90.0,7.0,,29.0,,
29500,201501230800,80.0,7.0,,30.0,,
29500,201501230900,80.0,9.0,,30.0,,
29500,201501231000,90.0,4.0,,31.0,,
29500,201501231100,90.0,2.0,,32.0,,
29500,201501231200,150.0,2.0,,33.0,,
29500,201501231300,210.0,7.0,,33.0,,
29500,201501231400,200.0,4.0,,33.0,,
29500,201501231500,210.0,7.0,,33.0,,
29500,201501231600,290.0,4.0,,32.0,,
29500,201501231700,260.0,7.0,,31.0,,
29500,201501231800,290.0,11.0,,31.0,33.0,28.0
29500,201501231900,290.0,9.0,,31.0,,
29500,201501232000,280.0,11.0,,31.0,,
29500,201501232100,270.0,9.0,,30.0,,
29500,201501232200,270.0,9.0,,30.0,,
29500,201501232300,250.0,9.0,,29.0,,
29500,201501240000,250.0,7.0,,28.0,,
29500,201501240100,240.0,9.0,,28.0,,
29500,201501240200,220.0,7.0,,28.0,,
29500,201501240300,220.0,7.0,,29.0,,
29500,201501240400,220.0,7.0,,31.0,,
29500,201501240500,220.0,11.0,,33.0,,
29500,201501240600,220.0,13.0,,33.0,33.0,28.0
29500,201501240700,200.0,18.0,,33.0,,
29500,201501240800,200.0,18.0,,33.0,,
29500,201501240900,200.0,20.0,,33.0,,
29500,201501241000,190.0,25.0,,33.0,,
29500,201501241100,200.0,20.0,,34.0,,
29500,201501241200,210.0,22.0,,34.0,,
29500,201501241300,200.0,22.0,,35.0,,
29500,201501241400,200.0,22.0,,35.0,,
29500,201501241500,200.0,22.0,,36.0,,
29500,201501241600,200.0,25.0,,36.0,,
29500,201501241700,210.0,20.0,,36.0,,
29500,201501241800,200.0,20.0,,36.0,36.0,33.0
29500,201501241900,210.0,18.0,,36.0,,
29500,201501242000,200.0,22.0,,36.0,,
29500,201501242100,210.0,18.0,,36.0,,
29500,201501242200,210.0,20.0,,36.0,,
29500,201501242300,210.0,25.0,,36.0,,
29500,201501250000,210.0,22.0,,36.0,,
29500,201501250100,210.0,18.0,,36.0,,
29500,201501250200,210.0,18.0,,36.0,,
29500,201501250300,200.0,18.0,,36.0,,
29500,201501250400,210.0,13.0,,36.0,,
29500,201501250500,200.0,16.0,,36.0,,
29500,201501250600,200.0,16.0,,36.0,36.0,34.0
29500,201501250700,200.0,16.0,,35.0,,
29500,201501250800,190.0,16.0,,35.0,,
29500,201501250900,200.0,18.0,,35.0,,
29500,201501251000,200.0,16.0,,34.0,,
29500,201501251100,200.0,16.0,,35.0,,
29500,201501251200,220.0,7.0,,34.0,,
29500,201501251300,260.0,4.0,,34.0,,
29500,201501251400,280.0,2.0,,34.0,,
29500,201501251500,260.0,2.0,,34.0,,
29500,201501251600,270.0,4.0,,34.0,,
29500,201501251700,280.0,4.0,,33.0,,
29500,201501251800,230.0,4.0,,33.0,36.0,33.0
29500,201501251900,230.0,2.0,,33.0,,
29500,201501252000,240.0,4.0,,34.0,,
29500,201501252100,240.0,4.0,,33.0,,
29500,201501252200,240.0,4.0,,33.0,,
29500,201501252300,240.0,7.0,,34.0,,
29500,201501260000,220.0,7.0,,34.0,,
29500,201501260100,220.0,7.0,,33.0,,
29500,201501260200,230.0,9.0,,33.0,,
29500,201501260300,220.0,9.0,,33.0,,
29500,201501260400,210.0,13.0,,34.0,,
29500,201501260500,210.0,13.0,,34.0,,
29500,201501260600,200.0,13.0,,34.0,34.0,33.0
29500,201501260700,210.0,16.0,,35.0,,
29500,201501260800,210.0,16.0,,34.0,,
29500,201501260900,210.0,18.0,,35.0,,
29500,201501261000,210.0,18.0,,35.0,,
29500,201501261100,210.0,20.0,,35.0,,
29500,201501261200,200.0,20.0,,35.0,,
29500,201501261300,200.0,22.0,,35.0,,
29500,201501261400,200.0,20.0,,35.0,,
29500,201501261500,200.0,18.0,,34.0,,
29500,201501261600,200.0,22.0,,34.0,,
29500,201501261700,190.0,20.0,,35.0,,
29500,201501261800,190.0,22.0,,35.0,35.0,34.0
29500,201501261900,200.0,25.0,,36.0,,
29500,201501262000,190.0,20.0,,36.0,,
29500,201501262100,190.0,20.0,,36.0,,
29500,201501262200,180.0,20.0,,37.0,,
29500,201501262300,190.0,20.0,,37.0,,
29500,201501270000,190.0,22.0,,36.0,,
29500,201501270100,200.0,22.0,,36.0,,
29500,201501270200,190.0,22.0,,36.0,,
29500,201501270300,200.0,25.0,,36.0,,
29500,201501270400,200.0,20.0,,35.0,,
29500,201501270500,200.0,18.0,,35.0,,
29500,201501270600,190.0,20.0,,35.0,37.0,34.0
29500,201501270700,190.0,20.0,,35.0,,
29500,201501270800,200.0,16.0,,35.0,,
29500,201501270900,200.0,16.0,,35.0,,
29500,201501271000,210.0,13.0,,35.0,,
29500,201501271100,220.0,13.0,,35.0,,
29500,201501271200,210.0,13.0,,35.0,,
29500,201501271300,220.0,7.0,,35.0,,
29500,201501271400,260.0,7.0,,35.0,,
29500,201501271500,290.0,7.0,,35.0,,
29500,201501271600,290.0,9.0,,34.0,,
29500,201501271700,280.0,4.0,,34.0,,
29500,201501271800,290.0,7.0,,34.0,36.0,33.0
29500,201501271900,300.0,9.0,,34.0,,
29500,201501272000,260.0,7.0,,33.0,,
29500,201501272100,230.0,4.0,,33.0,,
29500,201501272200,230.0,7.0,,32.0,,
29500,201501272300,230.0,11.0,,33.0,,
29500,201501280000,220.0,11.0,,33.0,,
29500,201501280100,220.0,13.0,,32.0,,
29500,201501280200,210.0,13.0,,33.0,,
29500,201501280300,210.0,13.0,,34.0,,
29500,201501280400,210.0,16.0,,35.0,,
29500,201501280500,210.0,18.0,,35.0,,
29500,201501280600,210.0,20.0,,35.0,35.0,32.0
29500,201501280700,210.0,20.0,,35.0,,
29500,201501280800,210.0,22.0,,36.0,,
29500,201501280900,210.0,22.0,,37.0,,
29500,201501281000,210.0,22.0,,37.0,,
29500,201501281100,210.0,27.0,,36.0,,
29500,201501281200,210.0,22.0,,36.0,,
29500,201501281300,210.0,22.0,,37.0,,
29500,201501281400,210.0,25.0,,37.0,,
29500,201501281500,210.0,22.0,,37.0,,
29500,201501281600,200.0,25.0,,37.0,,
29500,201501281700,210.0,22.0,,37.0,,
29500,201501281800,200.0,25.0,,37.0,37.0,35.0
29500,201501281900,200.0,22.0,,38.0,,
